ID	DOCULECT	CONCEPT	CONCEPT_ID	GLOTTOLOG	WORD_IS	SEGMENTS_IS	SEGMENTS	COG	COGID
452	Diandongbei	give	33	larg1235	saɯ5-tʰao5	s a ɯ 5 - tʰ a o 5	s a ɯ ⁵/ + tʰ a o ⁵/	33-3	92
453	Hmong Daw	give	33	hmon1333	pu1	p u 1	p u ¹/	33-2	91
454	Hmong Njua	give	33	hmon1264	pu1	p u 1	p u ¹/	33-2	91
455	Xiaozhai Younuo	give	33	youn1235	haŋ33	h a ŋ 33	h a ŋ ³³	33-4	93
456	Huangluo Younuo	give	33	youn1235	haŋ33	h a ŋ 33	h a ŋ ³³	33-4	93
457	Northern Pa-Hng	give	33	pahn1237	ɕu44	ɕ u 44	tɕ u ⁴⁴	33-5	94
458	Southern Pa-Hng	give	33	pahn1237	ɕɦʉ44	ɕɦ ʉ 44	tɕʰ ʉ ⁴⁴	33-5	94
459	Hm-Nai	give	33	wuna1248	kuŋ31	k u ŋ 31	k u ŋ ³¹	33-1	90
460	Western Xiangxi	good	34	nort2748	ʐu5	ʐ u 5	ʐ u ⁵/	34-1	95
461	Eastern Xiangxi	good	34	east2371	ʋ31	ʋ 31	ʋ ³¹	34-1	95
462	Qiandong	good	34	east2369	ɣu5	ɣ u 5	ɣ u ⁵/	34-1	95
463	Chuanqiandian	good	34	nort3244	ʐoŋ5	ʐ o ŋ 5	ʐ o ŋ ⁵/	34-1	95
464	Diandongbei	good	34	larg1235	zao5	z a o 5	z a o ⁵/	34-1	95
465	Hmong Daw	good	34	hmon1333	žõ4	ž õ 4	ʒ õ ⁴/	34-1	95
466	Hmong Njua	good	34	hmon1264	žoŋ3	ž o ŋ 3	ʒ o ŋ ³/	34-1	95
467	Bunu	good	34	buna1273	ɣaŋ5	ɣ a ŋ 5	ɣ a ŋ ⁵/	34-1	95
468	Baonao	good	34	buna1273	ɣɔŋ5	ɣ ɔ ŋ 5	ɣ ɔ ŋ ⁵/	34-1	95
469	Numao	good	34	numa1251	ɣou5	ɣ o u 5	ɣ o u ⁵/	34-1	95
470	Longhua Jiongnai	good	34	jion1236	ŋɔuŋ35	ŋ ɔ u ŋ 35	ŋ ɔ u ŋ ³⁵	34-1	95
471	Liuxiang Jiongnai	good	34	jion1236	ŋɔ22	ŋ ɔ 22	ŋ ɔ ²²	34-1	95
472	Xiaozhai Younuo	good	34	youn1235	ŋ̩35	ŋ̩ 35	ŋ̩ ³⁵	34-1	95
473	Huangluo Younuo	good	34	youn1235	ŋ̩53	ŋ̩ 53	ŋ̩ ⁵³	34-1	95
474	Northern Pa-Hng	good	34	pahn1237	nɛ44	n ɛ 44	n ɛ ⁴⁴	34-2	96
475	Southern Pa-Hng	good	34	pahn1237	ntɦɛ44	n tɦ ɛ 44	n tʰ ɛ ⁴⁴	34-2	96
476	Hm-Nai	good	34	wuna1248	yaŋ55	y a ŋ 55	j a ŋ ⁵⁵	34-1	95
477	Western Xiangxi	green	35	nort2748	li̯o4	l i̯ o 4	l j o ⁴/	35--1	97
478	Eastern Xiangxi	green	35	east2371	ʎɔ35	ʎ ɔ 35	ʎ ɔ ³⁵	35--1	97
479	Qiandong	green	35	east2369	niu4	n i u 4	n i u ⁴/	35-1	98
480	Chuanqiandian	green	35	nort3244	nc̢ua1	n c̢ u a 1	n tʂ u a ¹/	35-1	98
481	Diandongbei	green	35	larg1235	nca1	n c a 1	n ts a ¹/	35-1	98
482	Hmong Daw	green	35	hmon1333	nǯu̯ǝ1	n ǯ u̯ ǝ 1	n dʒ w ǝ ¹/	35-1	98
483	Hmong Njua	green	35	hmon1264	ɲǯu̯a1	ɲ ǯ u̯ a 1	ɲ dʒ w a ¹/	35-1	98
484	Bunu	green	35	buna1273	mpi̯u2	m p i̯ u 2	m p j u ²/	35-1	98
485	Baonao	green	35	buna1273	mpcau2	m p c au 2	m p ts a u ²/	35-1	98
486	Numao	green	35	numa1251	mpi̯ɤ2	m p i̯ ɤ 2	m p j ɤ ²/	35-1	98
487	Longhua Jiongnai	green	35	jion1236	mpʰɔ44	m pʰ ɔ 44	m pʰ ɔ ⁴⁴	35-1	98
488	Liuxiang Jiongnai	green	35	jion1236	wo21-hu43	w o 21 - h u 43	w o ²¹ + h u ⁴³	35-2	99
489	Xiaozhai Younuo	green	35	youn1235	li̯e31	l i̯ e 31	l j e ³¹	35--1	97
490	Huangluo Younuo	green	35	youn1235	li̯u31	l i̯ u 31	l j u ³¹	35--1	97
491	Northern Pa-Hng	green	35	pahn1237	ni̯o35	n i̯ o 35	n j o ³⁵	35-1	98
492	Southern Pa-Hng	green	35	pahn1237	mpi̯o35	m p i̯ o 35	m p j o ³⁵	35-1	98
493	Hm-Nai	green	35	wuna1248	mpi̯o35	m p i̯ o 35	m p j o ³⁵	35-1	98
494	Western Xiangxi	hair	36	nort2748	pi1	p i 1	p i ¹/	36-1	100
495	Eastern Xiangxi	hair	36	east2371	ɭa31=pɹei55=pɹei53	ɭ a 31 = p ɹ e i 55 = p ɹ e i 53	ɭ a ³¹ + p ɹ e i ⁵⁵ + p ɹ e i ⁵³	36-1	100
496	Qiandong	hair	36	east2369	ɬiu1-fʰu3	ɬ i u 1 - fʰ u 3	ɬ i u ¹/ + fʰ u ³/	36-1	100
497	Chuanqiandian	hair	36	nort3244	plǝu1-hǝu5	p l ǝ u 1 - h ǝ u 5	p l ǝ u ¹/ + h ǝ u ⁵/	36-1	100
498	Diandongbei	hair	36	larg1235	ƛao1-fao5	ƛ a o 1 - f a o 5	tɬ a o ¹/ + f a o ⁵/	36-1	100
499	Hmong Daw	hair	36	hmon1333	plɔw1-hɔw4	p l ɔ w 1 - h ɔ w 4	p l ɔ w ¹/ + h ɔ w ⁴/	36-1	100
500	Hmong Njua	hair	36	hmon1264	plau1-hau3	p l au 1 - h au 3	p l a u ¹/ + h a u ³/	36-1	100
501	Bunu	hair	36	buna1273	ƛa1-fa3	ƛ a 1 - f a 3	tɬ a ¹/ + f a ³/	36-1	100
502	Baonao	hair	36	buna1273	ƛi̯a1-vɦi̯a3	ƛ i̯ a 1 - vɦ i̯ a 3	tɬ j a ¹/ + vʱ j a ³/	36-1	100
503	Numao	hair	36	numa1251	ƛi̯u1-kʰɑn1	ƛ i̯ u 1 - kʰ ɑ n 1	tɬ j u ¹/ + kʰ ɑ n ¹/	36-1	100
504	Longhua Jiongnai	hair	36	jion1236	ŋkau53=ple44	ŋ k au 53 = p l e 44	ŋ k a u ⁵³ + p l e ⁴⁴	36-1	100
505	Liuxiang Jiongnai	hair	36	jion1236	ŋkɔ35=pley44	ŋ k ɔ 35 = p l e y 44	ŋ k ɔ ³⁵ + p l e j ⁴⁴	36-1	100
506	Xiaozhai Younuo	hair	36	youn1235	ha31=pi̯a33	h a 31 = p i̯ a 33	h a ³¹ + p j a ³³	36-1	100
507	Huangluo Younuo	hair	36	youn1235	ha22=pi̯a33	h a 22 = p i̯ a 33	h a ²² + p j a ³³	36-1	100
508	Northern Pa-Hng	hair	36	pahn1237	ti35	t i 35	t i ³⁵	36-1	100
509	Southern Pa-Hng	hair	36	pahn1237	pi35	p i 35	p i ³⁵	36-1	100
510	Hm-Nai	hair	36	wuna1248	pi35	p i 35	p i ³⁵	36-1	100
511	Western Xiangxi	hand	37	nort2748	qo1=tɯ4	q o 1 = t ɯ 4	q o ¹/ + t ɯ ⁴/	37-1	101
512	Eastern Xiangxi	hand	37	east2371	qu53=bʋ55	q u 53 = b ʋ 55	q u ⁵³ + b ʋ ⁵⁵	37-2	102
513	Qiandong	hand	37	east2369	pi4	p i 4	p i ⁴/	37-1	101
514	Chuanqiandian	hand	37	nort3244	dʰe4	dʰ e 4	dʱ e ⁴/	37-1	101
515	Diandongbei	hand	37	larg1235	ti4	t i 4	t i ⁴/	37-1	101
516	Hmong Daw	hand	37	hmon1333	te5	t e 5	t e ⁵/	37-1	101
517	Hmong Njua	hand	37	hmon1264	te6	t e 6	t e ⁶/	37-1	101
518	Bunu	hand	37	buna1273	pe4	p e 4	p e ⁴/	37-1	101
519	Baonao	hand	37	buna1273	pey4	p e y 4	p e j ⁴/	37-1	101
520	Numao	hand	37	numa1251	pɑ4	p ɑ 4	p ɑ ⁴/	37-1	101
521	Longhua Jiongnai	hand	37	jion1236	ča31	č a 31	tʃ a ³¹	37-1	101
522	Liuxiang Jiongnai	hand	37	jion1236	ča53	č a 53	tʃ a ⁵³	37-1	101
523	Xiaozhai Younuo	hand	37	youn1235	tʰou22	tʰ o u 22	tʰ o u ²²	37-1	101
524	Huangluo Younuo	hand	37	youn1235	tʰou22	tʰ o u 22	tʰ o u ²²	37-1	101
525	Northern Pa-Hng	hand	37	pahn1237	qa44=pʋ22	q a 44 = p ʋ 22	q a ⁴⁴ + p ʋ ²²	37-1	101
526	Southern Pa-Hng	hand	37	pahn1237	tɦɤ33=pɦʉ31	tɦ ɤ 33 = pɦ ʉ 31	tʰ ɤ ³³ + pʰ ʉ ³¹	37-1	101
527	Hm-Nai	hand	37	wuna1248	pu22	p u 22	p u ²²	37-1	101
528	Western Xiangxi	head	38	nort2748	ko3=pɹei3	k o 3 = p ɹ e i 3	k o ³/ + p ɹ e i ³/	38-1	103
529	Eastern Xiangxi	head	38	east2371	ɭa31=pɹei55	ɭ a 31 = p ɹ e i 55	ɭ a ³¹ + p ɹ e i ⁵⁵	38-1	103
530	Qiandong	head	38	east2369	qʰo1	qʰ o 1	qʰ o ¹/	38-2	104
531	Chuanqiandian	head	38	nort3244	hǝu5	h ǝ u 5	h ǝ u ⁵/	38-1	103
532	Diandongbei	head	38	larg1235	fao3	f a o 3	f a o ³/	38-1	103
533	Hmong Daw	head	38	hmon1333	tɔw1=hɔw4	t ɔ w 1 =h ɔ w 4	t ɔ w ¹/ → h ɔ w ⁴/	38-1	103
534	Hmong Njua	head	38	hmon1264	tau1=hau3	t au 1 =h au 3	t a u ¹/ → h a u ³/	38-1	103
535	Bunu	head	38	buna1273	fa3	f a 3	f a ³/	38-1	103
536	Baonao	head	38	buna1273	vɦi̯a3	vɦ i̯ a 3	vʱ j a ³/	38-1	103
537	Numao	head	38	numa1251	kʰɑn1	kʰ ɑ n 1	kʰ ɑ n ¹/	38-3	105
538	Longhua Jiongnai	head	38	jion1236	ŋkau53	ŋ k au 53	ŋ k a u ⁵³	38-2	104
539	Liuxiang Jiongnai	head	38	jion1236	ŋkɔ35	ŋ k ɔ 35	ŋ k ɔ ³⁵	38-2	104
540	Xiaozhai Younuo	head	38	youn1235	ha31=kʰɔ53	h a 31 = kʰ ɔ 53	h a ³¹ + kʰ ɔ ⁵³	38-2	104
541	Huangluo Younuo	head	38	youn1235	ha22=kʰɔ53	h a 22 = kʰ ɔ 53	h a ²² + kʰ ɔ ⁵³	38-2	104
542	Northern Pa-Hng	head	38	pahn1237	a33=toŋ33=ti22	a 33 = t o ŋ 33 = t i 22	a ³³ + t o ŋ ³³ + t i ²²	38-1	103
543	Southern Pa-Hng	head	38	pahn1237	a44=ɕʉ55=pi31	a 44 =ɕ ʉ 55 = p i 31	a ⁴⁴ + tɕ ʉ ⁵⁵ + p i ³¹	38-1	103
544	Hm-Nai	head	38	wuna1248	naŋ35=ci13	n a ŋ 35 = c i 13	n a ŋ ³⁵ + ts i ¹³	38-1	103
545	Western Xiangxi	hear	39	nort2748	toŋ5	t o ŋ 5	t o ŋ ⁵/	39-1	106
546	Eastern Xiangxi	hear	39	east2371	tʰɤ53	tʰ ɤ 53	tʰ ɤ ⁵³	39-1	106
547	Qiandong	hear	39	east2369	coŋ1-nɛ2	c o ŋ 1 - n ɛ 2	ts o ŋ ¹/ + n ɛ ²/	39-2	107
548	Chuanqiandian	hear	39	nort3244	noŋ6	n o ŋ 6	n o ŋ ⁶/	39-3	108
549	Diandongbei	hear	39	larg1235	nao6	n a o 6	n a o ⁶/	39-3	108
550	Hmong Daw	hear	39	hmon1333	n̥ɔ3	n̥ ɔ 3	n̥ ɔ ³/	39-3	108
551	Hmong Njua	hear	39	hmon1264	nao2	n a o 2	n a o ²/	39-3	108
552	Bunu	hear	39	buna1273	ɕǝŋ5	ɕ ǝ ŋ 5	tɕ ǝ ŋ ⁵/	39-4	109
553	Baonao	hear	39	buna1273	n̥i̯a3	n̥ i̯ a 3	n̥ j a ³/	39-3	108
554	Numao	hear	39	numa1251	n̥ey3	n̥ e y 3	n̥ e j ³/	39-3	108
555	Longhua Jiongnai	hear	39	jion1236	n̥aŋ53	n̥ a ŋ 53	n̥ a ŋ ⁵³	39-3	108
556	Liuxiang Jiongnai	hear	39	jion1236	n̥aŋ35	n̥ a ŋ 35	n̥ a ŋ ³⁵	39-3	108
557	Xiaozhai Younuo	hear	39	youn1235	ɲuy35	ɲ u y 35	ɲ u j ³⁵	39-3	108
558	Huangluo Younuo	hear	39	youn1235	ɲuy53	ɲ u y 53	ɲ u j ⁵³	39-3	108
559	Northern Pa-Hng	hear	39	pahn1237	n̥oŋ22	n̥ o ŋ 22	n̥ o ŋ ²²	39-3	108
560	Southern Pa-Hng	hear	39	pahn1237	n̥õ31	n̥ õ 31	n̥ õ ³¹	39-3	108
561	Hm-Nai	hear	39	wuna1248	ma55	m a 55	m a ⁵⁵	39-5	110
562	Western Xiangxi	heart	40	nort2748	qo1=moŋ2	q o 1 = m o ŋ 2	q o ¹/ + m o ŋ ²/	40-1	118
563	Eastern Xiangxi	heart	40	east2371	sen53-caŋ31	s e n 53 - c a ŋ 31	s e n ⁵³ + ts a ŋ ³¹	40--1	117
564	Qiandong	heart	40	east2369	ɬiu3	ɬ i u 3	ɬ i u ³/	40-2	119
565	Chuanqiandian	heart	40	nort3244	ʂa43=ɳc̢u7	ʂ a 43 = ɳ c̢ u 7	ʂ a ⁴³ + ɳ tʂ u ⁷/	40-3	120
566	Diandongbei	heart	40	larg1235	ƛoey3	ƛ o e y 3	tɬ o e j ³/	40-2	119
567	Hmong Daw	heart	40	hmon1333	plǝw3	p l ǝ w 3	p l ǝ w ³/	40-2	119
568	Hmong Njua	heart	40	hmon1264	plaʉ2	p l a ʉ 2	p l a ʉ ²/	40-2	119
569	Bunu	heart	40	buna1273	pi3=so1	p i 3 =s o 1	p i ³/ + s o ¹/	40-4	121
570	Baonao	heart	40	buna1273	ƛou3	ƛ o u 3	tɬ o u ³/	40-2	119
571	Numao	heart	40	numa1251	ɲ̥uŋ3	ɲ̥ u ŋ 3	ɲ̥ u ŋ ³/	40-5	122
572	Longhua Jiongnai	heart	40	jion1236	pa22=ʑɔuŋ33	p a 22 =ʑ ɔ u ŋ 33	p a ²² → ʑ ɔ u ŋ ³³	40-6	123
573	Liuxiang Jiongnai	heart	40	jion1236	pa21=ʑaŋ31	p a 21 =ʑ a ŋ 31	p a ²¹ → ʑ a ŋ ³¹	40-6	123
574	Xiaozhai Younuo	heart	40	youn1235	fɔ22=sǝn33=l̥in33	f ɔ 22 =s ǝ n 33 = l̥ i n 33	f ɔ ²² + s ǝ n ³³ + l̥ i n ³³	40-7	124
575	Huangluo Younuo	heart	40	youn1235	l̥in33	l̥ i n 33	l̥ i n ³³	40-7	124
576	Northern Pa-Hng	heart	40	pahn1237	a33=noŋ35	a 33 = n o ŋ 35	a ³³ + n o ŋ ³⁵	40-5	122
577	Southern Pa-Hng	heart	40	pahn1237	a44=ɕɔ̃53	a 44 =ɕ ɔ̃ 53	a ⁴⁴ + tɕ ɔ̃ ⁵³	40-8	125
578	Hm-Nai	heart	40	wuna1248	naŋ35=ɕuŋ53	n a ŋ 35 =ɕ u ŋ 53	n a ŋ ³⁵ + tɕ u ŋ ⁵³	40-8	125
1436	Western Xiangxi	heavy	102	nort2748	xen3	x e n 3	x e n ³/	102-1	12
1437	Eastern Xiangxi	heavy	102	east2371	ɲ̥ʰe55	ɲ̥ʰ e 55	ɲ̥ʰ e ⁵⁵	102-1	12
1438	Qiandong	heavy	102	east2369	n̥ʰioŋ3	n̥ʰ i o ŋ 3	n̥ʰ i o ŋ ³/	102-1	12
1439	Chuanqiandian	heavy	102	nort3244	ɲaŋ3	ɲ a ŋ 3	ɲ a ŋ ³/	102-1	12
1440	Diandongbei	heavy	102	larg1235	n̥iaɯ3	n̥ i a ɯ 3	n̥ i a ɯ ³/	102-1	12
1441	Hmong Daw	heavy	102	hmon1333	ɲ̥a3	ɲ̥ a 3	ɲ̥ a ³/	102-1	12
1442	Hmong Njua	heavy	102	hmon1264	ɲaŋ2	ɲ a ŋ 2	ɲ a ŋ ²/	102-1	12
1443	Bunu	heavy	102	buna1273	ɲ̥ɔŋ3	ɲ̥ ɔ ŋ 3	ɲ̥ ɔ ŋ ³/	102-1	12
579	Western Xiangxi	horn	41	nort2748	qo1=ki̯e1	q o 1 = k i̯ e 1	q o ¹/ + k j e ¹/	41-1	126
597	Western Xiangxi	kill	43	nort2748	ta5	t a 5	t a ⁵/	43-1	130
598	Eastern Xiangxi	kill	43	east2371	ta31	t a 31	t a ³¹	43-1	130
599	Qiandong	kill	43	east2369	ta5	t a 5	t a ⁵/	43-1	130
600	Chuanqiandian	kill	43	nort3244	tua5	t u a 5	t u a ⁵/	43-1	130
601	Diandongbei	kill	43	larg1235	ta5	t a 5	t a ⁵/	43-1	130
602	Hmong Daw	kill	43	hmon1333	tu̯ǝ4	t u̯ ǝ 4	t w ǝ ⁴/	43-1	130
603	Hmong Njua	kill	43	hmon1264	tu̯a3	t u̯ a 3	t w a ³/	43-1	130
604	Bunu	kill	43	buna1273	tɔ5	t ɔ 5	t ɔ ⁵/	43-1	130
605	Baonao	kill	43	buna1273	tu5	t u 5	t u ⁵/	43-1	130
606	Numao	kill	43	numa1251	puŋ6	p u ŋ 6	p u ŋ ⁶/	43-2	131
607	Longhua Jiongnai	kill	43	jion1236	ta35	t a 35	t a ³⁵	43-1	130
608	Liuxiang Jiongnai	kill	43	jion1236	ta22	t a 22	t a ²²	43-1	130
609	Xiaozhai Younuo	kill	43	youn1235	tɔ35	t ɔ 35	t ɔ ³⁵	43-1	130
610	Huangluo Younuo	kill	43	youn1235	tɔ53	t ɔ 53	t ɔ ⁵³	43-1	130
611	Northern Pa-Hng	kill	43	pahn1237	ta55	t a 55	t a ⁵⁵	43-1	130
612	Southern Pa-Hng	kill	43	pahn1237	ta55	t a 55	t a ⁵⁵	43-1	130
613	Hm-Nai	kill	43	wuna1248	ta55	t a 55	t a ⁵⁵	43-1	130
614	Western Xiangxi	knee	44	nort2748	pi3=ɕɔ6	p i 3 =ɕ ɔ 6	p i ³/ + tɕ ɔ ⁶/	44-1	132
615	Eastern Xiangxi	knee	44	east2371	pi35=ʓɔ11	p i 35 = ʓ ɔ 11	p i ³⁵ + dʑ ɔ ¹¹	44-1	132
616	Qiandong	knee	44	east2369	po3=qo8=ɕu6	p o 3 = q o 8 =ɕ u 6	p o ³/ + q o ⁸/ + tɕ u ⁶/	44-1	132
617	Chuanqiandian	knee	44	nort3244	hau3=ʒǝu6	h au 3 =ʒ ǝ u 6	h a u ³/ → dz ǝ u ⁶/	44-1	132
618	Diandongbei	knee	44	larg1235	fao3=ɕao6	f a o 3 =ɕ a o 6	f a o ³/ + tɕ a o ⁶/	44-1	132
619	Hmong Daw	knee	44	hmon1333	hɔw3=ɕɔw6	h ɔ w 3 =ɕ ɔ w 6	h ɔ w ³/ + tɕ ɔ w ⁶/	44-1	132
620	Hmong Njua	knee	44	hmon1264	hau2=ɕau6	h au 2 =ɕ au 6	h a u ²/ + tɕ a u ⁶/	44-1	132
621	Bunu	knee	44	buna1273	fa3=ɕa6	f a 3 =ɕ a 6	f a ³/ + tɕ a ⁶/	44-1	132
622	Baonao	knee	44	buna1273	vɦi̯a3=ɕa6	vɦ i̯ a 3 =ɕ a 6	vʱ j a ³/ + tɕ a ⁶/	44-1	132
623	Numao	knee	44	numa1251	kön3=ɕou6	k ö n 3 =ɕ o u 6	k œ n ³/ + tɕ o u ⁶/	44-1	132
624	Longhua Jiongnai	knee	44	jion1236	ði̯eu53-ŋkau53	ð i̯ e u 53 - ŋ k au 53	ð j e u ⁵³ + ŋ k a u ⁵³	44-2	133
625	Liuxiang Jiongnai	knee	44	jion1236	hɔ35=li̯eu35	h ɔ 35 = l i̯ e u 35	h ɔ ³⁵ + l j e u ³⁵	44-2	133
626	Xiaozhai Younuo	knee	44	youn1235	fɔ33=ti22=ku22	f ɔ 33 = t i 22 = k u 22	f ɔ ³³ + t i ²² + k u ²²	44-3	134
627	Huangluo Younuo	knee	44	youn1235	tou53=kʰuy31	t o u 53 = kʰ u y 31	t o u ⁵³ + kʰ u j ³¹	44-4	135
628	Northern Pa-Hng	knee	44	pahn1237	pɔ35=ɕi44	p ɔ 35 =ɕ i 44	p ɔ ³⁵ + tɕ i ⁴⁴	44-1	132
629	Southern Pa-Hng	knee	44	pahn1237	a44=qɦɔ31=ɕɦi44	a 44 = qɦ ɔ 31 =ɕ ɦ i 44	a ⁴⁴ + qʰ ɔ ³¹ + tɕ ɦ i ⁴⁴	44-1	132
630	Hm-Nai	knee	44	wuna1248	kʰɯŋ55=ɕi31	kʰ ɯ ŋ 55 =ɕ i 31	kʰ ɯ ŋ ⁵⁵ + tɕ i ³¹	44-1	132
631	Western Xiangxi	know	45	nort2748	ni̯ɛ̃4	n i̯ ɛ̃ 4	n j ɛ̃ ⁴/	45-1	136
632	Eastern Xiangxi	know	45	east2371	pi53	p i 53	p i ⁵³	45-2	137
633	Qiandong	know	45	east2369	pu1	p u 1	p u ¹/	45-2	137
634	Chuanqiandian	know	45	nort3244	pǝu1	p ǝ u 1	p ǝ u ¹/	45-2	137
635	Diandongbei	know	45	larg1235	pao1	p a o 1	p a o ¹/	45-2	137
636	Hmong Daw	know	45	hmon1333	pɔw1	p ɔ w 1	p ɔ w ¹/	45-2	137
637	Hmong Njua	know	45	hmon1264	pau1	p au 1	p a u ¹/	45-2	137
638	Bunu	know	45	buna1273	pa1	p a 1	p a ¹/	45-2	137
639	Baonao	know	45	buna1273	pi̯a1	p i̯ a 1	p j a ¹/	45-2	137
640	Numao	know	45	numa1251	pu1	p u 1	p u ¹/	45-2	137
641	Longhua Jiongnai	know	45	jion1236	pe44	p e 44	p e ⁴⁴	45-2	137
642	Liuxiang Jiongnai	know	45	jion1236	pey44	p e y 44	p e j ⁴⁴	45-2	137
643	Xiaozhai Younuo	know	45	youn1235	tou22=pɔ33	t o u 22 = p ɔ 33	t o u ²² + p ɔ ³³	45-2	137
644	Huangluo Younuo	know	45	youn1235	tou22=pɔ33	t o u 22 = p ɔ 33	t o u ²² + p ɔ ³³	45-2	137
645	Northern Pa-Hng	know	45	pahn1237	ko53=pi35	k o 53 = p i 35	k o ⁵³ + p i ³⁵	45-2	137
646	Southern Pa-Hng	know	45	pahn1237	pı35	p ı 35	p i ³⁵	45-2	137
647	Hm-Nai	know	45	wuna1248	pi35-to13	p i 35 - t o 13	p i ³⁵ + t o ¹³	45-2	137
648	Western Xiangxi	leaf	46	nort2748	qo1=nu2	q o 1 = n u 2	q o ¹/ + n u ²/	46-1	138
649	Eastern Xiangxi	leaf	46	east2371	qu53=nu31	q u 53 = n u 31	q u ⁵³ + n u ³¹	46-1	138
650	Qiandong	leaf	46	east2369	qa1=nǝu2	q a 1 = n ǝ u 2	q a ¹/ + n ǝ u ²/	46-1	138
651	Chuanqiandian	leaf	46	nort3244	mploŋ2	m p l o ŋ 2	m p l o ŋ ²/	46-1	138
652	Diandongbei	leaf	46	larg1235	a5=nƛao2	a 5 = n ƛ a o 2	a ⁵/ + n tɬ a o ²/	46-1	138
653	Hmong Daw	leaf	46	hmon1333	mblõ2	m b l õ 2	m b l õ ²/	46-1	138
654	Hmong Njua	leaf	46	hmon1264	mbloŋ5	m b l o ŋ 5	m b l o ŋ ⁵/	46-1	138
655	Bunu	leaf	46	buna1273	nƛaŋ2	n ƛ a ŋ 2	n tɬ a ŋ ²/	46-1	138
656	Baonao	leaf	46	buna1273	nƛɔŋ2	n ƛ ɔ ŋ 2	n tɬ ɔ ŋ ²/	46-1	138
657	Numao	leaf	46	numa1251	ƛi̯ou2	ƛ i̯ o u 2	tɬ j o u ²/	46-1	138
658	Longhua Jiongnai	leaf	46	jion1236	mplɔŋ33	m p l ɔ ŋ 33	m p l ɔ ŋ ³³	46-1	138
659	Liuxiang Jiongnai	leaf	46	jion1236	mplaŋ31	m p l a ŋ 31	m p l a ŋ ³¹	46-1	138
